dt,dt_iso,timezone,city_name,lat,lon,temp,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1564326000,2019-07-28 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.19,5.1,290,,,,,40,802,Clouds,scattered clouds,03d
1564329600,2019-07-28 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.68,5.1,320,,,,,40,802,Clouds,scattered clouds,03d
1564333200,2019-07-28 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.93,6.2,290,,,,,40,802,Clouds,scattered clouds,03d
1564336800,2019-07-28 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.65,5.1,310,,,,,40,802,Clouds,scattered clouds,03d
1564340400,2019-07-28 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.64,3.6,340,,,,,40,802,Clouds,scattered clouds,03d
1564344000,2019-07-28 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.29,3.6,350,,,,,75,803,Clouds,broken clouds,04d
1564347600,2019-07-28 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.45,3.6,320,,,,,75,803,Clouds,broken clouds,04n
1564351200,2019-07-28 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.23,2.6,300,,,,,75,803,Clouds,broken clouds,04n
1564354800,2019-07-28 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.49,2.1,320,,,,,75,803,Clouds,broken clouds,04n
1564358400,2019-07-29 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.51,2.1,250,,,,,75,803,Clouds,broken clouds,04n
1564362000,2019-07-29 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.38,3.6,280,,,,,75,803,Clouds,broken clouds,04n
1564365600,2019-07-29 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.84,3.1,270,,,,,75,803,Clouds,broken clouds,04n
1564369200,2019-07-29 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.81,3.1,270,,,,,75,803,Clouds,broken clouds,04n
1564372800,2019-07-29 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.81,1.5,0,,,,,75,803,Clouds,broken clouds,04n
1564376400,2019-07-29 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.67,3.1,260,,,,,75,803,Clouds,broken clouds,04d
1564380000,2019-07-29 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.1,3.6,270,,,,,75,803,Clouds,broken clouds,04d
1564383600,2019-07-29 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.28,2.1,240,,,,,75,803,Clouds,broken clouds,04d
1564387200,2019-07-29 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.3,3.1,260,,,,,20,801,Clouds,few clouds,02d
1564390800,2019-07-29 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.52,2.6,240,,,,,20,801,Clouds,few clouds,02d
1564394400,2019-07-29 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.23,2.1,240,,,,,20,801,Clouds,few clouds,02d
1564398000,2019-07-29 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.63,2.6,250,,,,,40,802,Clouds,scattered clouds,03d
1564401600,2019-07-29 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.67,4.6,140,,,,,75,803,Clouds,broken clouds,04d
1564405200,2019-07-29 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.85,5.1,160,,,,,40,802,Clouds,scattered clouds,03d
1564408800,2019-07-29 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.02,5.1,150,,,,,75,803,Clouds,broken clouds,04d
1564412400,2019-07-29 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.16,4.1,140,,,,,75,803,Clouds,broken clouds,04d
1564416000,2019-07-29 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.57,3.6,140,,,,,75,803,Clouds,broken clouds,04d
1564419600,2019-07-29 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.86,2.6,140,,,,,75,803,Clouds,broken clouds,04d
1564423200,2019-07-29 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.38,2.1,130,,,,,75,803,Clouds,broken clouds,04d
1564426800,2019-07-29 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.83,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1564430400,2019-07-29 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.78,0.5,360,,,,,75,803,Clouds,broken clouds,04d
1564434000,2019-07-29 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.06,3.1,110,2.03,,,,75,520,Rain,light intensity shower rain,09n
1564437600,2019-07-29 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.4,2.1,90,0.92,,,,75,520,Rain,light intensity shower rain,09n
1564441200,2019-07-29 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.2,0.5,360,0.76,,,,75,520,Rain,light intensity shower rain,09n
1564444800,2019-07-30 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.38,1,0,0.3,,,,75,520,Rain,light intensity shower rain,09n
1564448400,2019-07-30 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.45,2.1,330,,,,,75,803,Clouds,broken clouds,04n
1564452000,2019-07-30 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.29,1.5,360,,,,,75,803,Clouds,broken clouds,04n
1564455600,2019-07-30 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.4,1.5,330,,,,,75,803,Clouds,broken clouds,04n
1564459200,2019-07-30 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.33,3.1,300,,,,,75,803,Clouds,broken clouds,04n
1564462800,2019-07-30 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.26,3.6,340,,,,,75,803,Clouds,broken clouds,04d
1564466400,2019-07-30 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.05,4.1,320,,,,,75,803,Clouds,broken clouds,04d
1564470000,2019-07-30 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.72,5.1,320,,,,,75,803,Clouds,broken clouds,04d
1564473600,2019-07-30 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15,4.6,330,,,,,75,803,Clouds,broken clouds,04d
1564477200,2019-07-30 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.78,5.1,340,,,,,75,803,Clouds,broken clouds,04d
1564480800,2019-07-30 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.81,6.2,350,,,,,75,803,Clouds,broken clouds,04d
1564484400,2019-07-30 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.14,4.6,320,,,,,75,803,Clouds,broken clouds,04d
1564488000,2019-07-30 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.29,5.7,320,0.25,,,,75,500,Rain,light rain,10d
1564491600,2019-07-30 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.21,6,300,23.37,,,,40,520,Rain,light intensity shower rain,09d
1564495200,2019-07-30 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.51,3.1,340,1.52,,,,75,501,Rain,moderate rain,10d
1564498800,2019-07-30 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.27,5.1,350,0.76,,,,75,500,Rain,light rain,10d
1564502400,2019-07-30 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.5,5.1,300,2.48,,,,75,211,Thunderstorm,proximity thunderstorm,11d
1564506000,2019-07-30 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.2,5.1,290,3.81,,,,75,520,Rain,light intensity shower rain,09d
1564509600,2019-07-30 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.33,4.6,290,0.25,,,,75,520,Rain,light intensity shower rain,09d
1564513200,2019-07-30 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.7,7.2,300,0.13,,,,75,520,Rain,light intensity shower rain,09d
1564516800,2019-07-30 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.41,6.2,290,0.51,,,,75,500,Rain,light rain,10d
1564520400,2019-07-30 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.11,6.2,300,,,,,75,803,Clouds,broken clouds,04n
1564524000,2019-07-30 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.3,5.7,290,,,,,75,803,Clouds,broken clouds,04n
1564527600,2019-07-30 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14,6.7,290,,,,,75,803,Clouds,broken clouds,04n
1564531200,2019-07-31 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.91,7.2,280,,,,,75,803,Clouds,broken clouds,04n
1564534800,2019-07-31 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.2,6.2,280,,,,,75,803,Clouds,broken clouds,04n
1564538400,2019-07-31 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.04,6.2,270,,,,,75,803,Clouds,broken clouds,04n
1564542000,2019-07-31 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.01,6.2,270,,,,,75,803,Clouds,broken clouds,04n
1564545600,2019-07-31 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.97,5.7,280,,,,,75,803,Clouds,broken clouds,04n
1564549200,2019-07-31 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.96,5.7,270,,,,,75,803,Clouds,broken clouds,04d
1564552800,2019-07-31 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.11,5.1,270,,,,,75,803,Clouds,broken clouds,04d
1564556400,2019-07-31 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.6,6.7,270,,,,,75,803,Clouds,broken clouds,04d
1564560000,2019-07-31 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.9,6.7,280,,,,,75,803,Clouds,broken clouds,04d
1564563600,2019-07-31 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.67,7.2,290,,,,,75,803,Clouds,broken clouds,04d
1564567200,2019-07-31 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.38,6.7,290,,,,,75,803,Clouds,broken clouds,04d
1564570800,2019-07-31 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.93,6.7,300,,,,,75,803,Clouds,broken clouds,04d
1564574400,2019-07-31 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.31,7.2,280,,,,,75,803,Clouds,broken clouds,04d
1564578000,2019-07-31 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.6,6.2,280,,,,,75,803,Clouds,broken clouds,04d
1564581600,2019-07-31 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.97,6.2,280,,,,,75,803,Clouds,broken clouds,04d
1564585200,2019-07-31 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.45,5.1,280,,,,,75,803,Clouds,broken clouds,04d
1564588800,2019-07-31 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.35,4.6,320,,,,,75,803,Clouds,broken clouds,04d
1564592400,2019-07-31 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.61,4.1,290,,,,,75,803,Clouds,broken clouds,04d
1564596000,2019-07-31 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.41,3.6,340,,,,,75,803,Clouds,broken clouds,04d
1564599600,2019-07-31 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.74,2.1,320,,,,,75,803,Clouds,broken clouds,04d
1564603200,2019-07-31 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.87,1.5,320,,,,,75,803,Clouds,broken clouds,04d
1564606800,2019-07-31 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.19,2.1,320,,,,,75,803,Clouds,broken clouds,04n
1564610400,2019-07-31 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.17,3.6,320,,,,,75,803,Clouds,broken clouds,04n
1564614000,2019-07-31 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.28,5.1,300,,,,,75,803,Clouds,broken clouds,04n
1564617600,2019-08-01 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.54,4.1,300,,,,,40,802,Clouds,scattered clouds,03n
1564621200,2019-08-01 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.27,2.6,310,,,,,40,802,Clouds,scattered clouds,03n
1564624800,2019-08-01 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.85,3.6,320,,,,,75,803,Clouds,broken clouds,04n
1564628400,2019-08-01 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.2,3.6,280,,,,,75,803,Clouds,broken clouds,04n
1564632000,2019-08-01 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.75,3.1,280,,,,,40,802,Clouds,scattered clouds,03n
1564635600,2019-08-01 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.4,3.6,270,,,,,40,802,Clouds,scattered clouds,03d
1564639200,2019-08-01 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.56,4.6,280,,,,,75,803,Clouds,broken clouds,04d
1564642800,2019-08-01 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.94,4.1,300,,,,,75,803,Clouds,broken clouds,04d
1564646400,2019-08-01 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.11,4.1,300,,,,,75,803,Clouds,broken clouds,04d
1564650000,2019-08-01 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.31,3.6,330,,,,,75,803,Clouds,broken clouds,04d
1564653600,2019-08-01 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.65,3.1,310,,,,,75,803,Clouds,broken clouds,04d
1564657200,2019-08-01 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.61,3.1,340,,,,,75,803,Clouds,broken clouds,04d
1564660800,2019-08-01 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.43,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1564664400,2019-08-01 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.35,3.1,50,,,,,75,803,Clouds,broken clouds,04d
1564668000,2019-08-01 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.03,3.1,110,,,,,75,803,Clouds,broken clouds,04d
1564671600,2019-08-01 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.17,3.1,110,,,,,75,803,Clouds,broken clouds,04d
1564675200,2019-08-01 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.39,2.1,100,,,,,75,803,Clouds,broken clouds,04d
1564678800,2019-08-01 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.68,3.1,110,,,,,75,803,Clouds,broken clouds,04d
1564682400,2019-08-01 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.56,2.6,100,,,,,75,803,Clouds,broken clouds,04d
1564686000,2019-08-01 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.4,2.6,100,,,,,75,803,Clouds,broken clouds,04d
1564689600,2019-08-01 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.29,1,0,,,,,75,803,Clouds,broken clouds,04d
1564693200,2019-08-01 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.47,1,170,,,,,75,803,Clouds,broken clouds,04n
1564696800,2019-08-01 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.61,0.5,360,,,,,75,803,Clouds,broken clouds,04n
1564700400,2019-08-01 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.8,2.6,80,,,,,75,803,Clouds,broken clouds,04n
1564704000,2019-08-02 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.21,2.1,90,,,,,75,803,Clouds,broken clouds,04n
1564707600,2019-08-02 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.07,1.5,90,,,,,75,803,Clouds,broken clouds,04n
1564711200,2019-08-02 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.87,1,340,,,,,75,803,Clouds,broken clouds,04n
1564714800,2019-08-02 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.63,0.5,360,,,,,40,802,Clouds,scattered clouds,03n
1564718400,2019-08-02 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.51,1.5,0,,,,,40,802,Clouds,scattered clouds,03n
1564722000,2019-08-02 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.6,1,0,,,,,40,741,Fog,fog,50d
1564725600,2019-08-02 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.33,2.1,350,,,,,40,802,Clouds,scattered clouds,03d
1564729200,2019-08-02 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.04,2.6,40,,,,,40,802,Clouds,scattered clouds,03d
1564732800,2019-08-02 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.1,2.6,90,,,,,40,802,Clouds,scattered clouds,03d
1564736400,2019-08-02 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.36,3.1,70,,,,,40,802,Clouds,scattered clouds,03d
1564740000,2019-08-02 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.66,3.6,100,,,,,40,802,Clouds,scattered clouds,03d
1564743600,2019-08-02 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.88,3.6,100,,,,,75,803,Clouds,broken clouds,04d
1564747200,2019-08-02 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.77,5.1,80,,,,,75,803,Clouds,broken clouds,04d
1564750800,2019-08-02 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,21.15,5.1,80,,,,,75,803,Clouds,broken clouds,04d
1564754400,2019-08-02 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.62,6.2,100,,,,,75,803,Clouds,broken clouds,04d
1564758000,2019-08-02 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.96,5.7,90,,,,,75,803,Clouds,broken clouds,04d
1564761600,2019-08-02 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.09,5.7,90,,,,,75,803,Clouds,broken clouds,04d
1564765200,2019-08-02 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.32,4.1,130,,,,,75,803,Clouds,broken clouds,04d
1564768800,2019-08-02 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.99,4.1,110,,,,,75,803,Clouds,broken clouds,04d
1564772400,2019-08-02 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.52,3.6,110,,,,,75,803,Clouds,broken clouds,04d
1564776000,2019-08-02 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.64,3.6,100,,,,,75,803,Clouds,broken clouds,04d
1564779600,2019-08-02 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.28,3.6,100,,,,,75,803,Clouds,broken clouds,04n
1564783200,2019-08-02 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.76,2.6,110,,,,,75,803,Clouds,broken clouds,04n
1564786800,2019-08-02 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.01,2.6,110,,,,,40,802,Clouds,scattered clouds,03n
1564790400,2019-08-03 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.98,2.6,110,,,,,75,803,Clouds,broken clouds,04n
1564794000,2019-08-03 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.21,2.1,100,,,,,75,803,Clouds,broken clouds,04n
1564797600,2019-08-03 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.66,2.1,110,,,,,75,803,Clouds,broken clouds,04n
1564801200,2019-08-03 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.41,2.6,80,,,,,75,803,Clouds,broken clouds,04n
1564804800,2019-08-03 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.53,2.1,80,,,,,75,803,Clouds,broken clouds,04n
1564808400,2019-08-03 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.32,2.6,80,,,,,75,803,Clouds,broken clouds,04d
1564812000,2019-08-03 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.04,3.1,100,,,,,75,701,Mist,mist,50d
1564815600,2019-08-03 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.84,3.1,100,,,,,75,803,Clouds,broken clouds,04d
1564819200,2019-08-03 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.45,2.1,150,,,,,75,803,Clouds,broken clouds,04d
1564822800,2019-08-03 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.59,2.6,130,0.14,,,,75,500,Rain,light rain,10d
1564826400,2019-08-03 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.17,3.1,130,0.19,,,,75,500,Rain,light rain,10d
1564830000,2019-08-03 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.97,4.1,150,,,,,75,803,Clouds,broken clouds,04d
1564833600,2019-08-03 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.5,3.6,140,,,,,75,803,Clouds,broken clouds,04d
1564837200,2019-08-03 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.48,4.6,140,,,,,75,803,Clouds,broken clouds,04d
1564840800,2019-08-03 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.27,4.6,140,,,,,75,803,Clouds,broken clouds,04d
1564844400,2019-08-03 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.85,4.1,130,0.5,,,,75,500,Rain,light rain,10d
1564848000,2019-08-03 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.62,4.6,140,,,,,75,803,Clouds,broken clouds,04d
1564851600,2019-08-03 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.6,4.6,140,,,,,75,803,Clouds,broken clouds,04d
1564855200,2019-08-03 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.16,3.6,140,,,,,75,803,Clouds,broken clouds,04d
1564858800,2019-08-03 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.98,3.1,130,,,,,75,803,Clouds,broken clouds,04d
1564862400,2019-08-03 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.92,5.1,150,,,,,75,803,Clouds,broken clouds,04d
1564866000,2019-08-03 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.78,5.1,150,,,,,75,803,Clouds,broken clouds,04n
1564869600,2019-08-03 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.96,4.6,160,,,,,75,803,Clouds,broken clouds,04n
1564873200,2019-08-03 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.68,3.1,160,1.28,,,,75,500,Rain,light rain,10n
1564876800,2019-08-04 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.71,2.6,190,1.8,,,,75,500,Rain,light rain,10n
1564880400,2019-08-04 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.84,3.1,160,1.02,,,,75,501,Rain,moderate rain,10n
1564884000,2019-08-04 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.33,2.1,140,0.25,,,,75,500,Rain,light rain,10n
1564887600,2019-08-04 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.2,3.1,150,,,,,75,803,Clouds,broken clouds,04n
1564891200,2019-08-04 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.88,2.6,150,,,,,75,803,Clouds,broken clouds,04n
1564894800,2019-08-04 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.46,1,0,,,,,75,701,Mist,mist,50d
1564898400,2019-08-04 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.84,1,0,,,,,75,803,Clouds,broken clouds,04d
1564902000,2019-08-04 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.58,1,100,,,,,40,802,Clouds,scattered clouds,03d
1564905600,2019-08-04 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.87,2.1,150,,,,,40,802,Clouds,scattered clouds,03d
1564909200,2019-08-04 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.63,3.1,160,,,,,40,802,Clouds,scattered clouds,03d
1564912800,2019-08-04 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.55,3.1,140,,,,,40,802,Clouds,scattered clouds,03d
1564916400,2019-08-04 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.81,4.6,150,,,,,75,803,Clouds,broken clouds,04d
1564920000,2019-08-04 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.4,5.7,150,,,,,75,803,Clouds,broken clouds,04d
1564923600,2019-08-04 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.24,4.1,140,,,,,75,803,Clouds,broken clouds,04d
1564927200,2019-08-04 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,20.45,4.6,130,,,,,75,803,Clouds,broken clouds,04d
1564930800,2019-08-04 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.76,5.1,140,,,,,75,803,Clouds,broken clouds,04d
1564934400,2019-08-04 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,19.55,5.1,150,,,,,75,803,Clouds,broken clouds,04d
1564938000,2019-08-04 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.29,6.7,170,0.3,,,,75,520,Rain,light intensity shower rain,09d
1564941600,2019-08-04 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.53,4.6,140,0.25,,,,75,520,Rain,light intensity shower rain,09d
1564945200,2019-08-04 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.6,2.6,140,0.76,,,,75,520,Rain,light intensity shower rain,09d
1564948800,2019-08-04 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.53,1.5,0,2.54,,,,75,521,Rain,shower rain,09d
1564952400,2019-08-04 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.83,4.1,140,0.76,,,,75,520,Rain,light intensity shower rain,09n
1564956000,2019-08-04 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.03,5.7,160,,,,,75,803,Clouds,broken clouds,04n
1564959600,2019-08-04 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.08,5.1,240,0.25,,,,75,500,Rain,light rain,10n
1564963200,2019-08-05 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.53,3.6,230,,,,,40,802,Clouds,scattered clouds,03n
1564966800,2019-08-05 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.06,3.6,230,,,,,40,802,Clouds,scattered clouds,03n
